LMODE NFREQ       PERIOD(S)     FREQUENCY(Hz)           C(KM/S)
    0    47    3.121951220       0.3203125000        3.489567361    
    0    48    3.160493827       0.3164062500        3.490089867    
    0    49    3.200000000       0.3125000000        3.490629513    
    0    50    3.240506329       0.3085937500        3.491187056    
    0    51    3.282051282       0.3046875000        3.491763298    
    0    52    3.324675325       0.3007812500        3.492359082    
    0    53    3.368421053       0.2968750000        3.492975303    
    0    54    3.413333333       0.2929687500        3.493612908    
    0    55    3.459459459       0.2890625000        3.494272898    
    0    56    3.506849315       0.2851562500        3.494956334    
    0    57    3.555555556       0.2812500000        3.495664341    
    0    58    3.605633803       0.2773437500        3.496398113    
    0    59    3.657142857       0.2734375000        3.497158919    
    0    60    3.710144928       0.2695312500        3.497948106    
    0    61    3.764705882       0.2656250000        3.498767107    
    0    62    3.820895522       0.2617187500        3.499617448    
    0    63    3.878787879       0.2578125000        3.500500754    
    0    64    3.938461538       0.2539062500        3.501418761    
    0    65    4.000000000       0.2500000000        3.502373317    
    0    66    4.063492063       0.2460937500        3.503366401    
    0    67    4.129032258       0.2421875000        3.504400127    
    0    68    4.196721311       0.2382812500        3.505476759    
    0    69    4.266666667       0.2343750000        3.506598725    
    0    70    4.338983051       0.2304687500        3.507768629    
    0    71    4.413793103       0.2265625000        3.508989267    
    0    72    4.491228070       0.2226562500        3.510263650    
    0    73    4.571428571       0.2187500000        3.511595017    
    0    74    4.654545455       0.2148437500        3.512986863    
    0    75    4.740740741       0.2109375000        3.514442962    
    0    76    4.830188679       0.2070312500        3.515967395    
    0    77    4.923076923       0.2031250000        3.517564579    
    0    78    5.019607843       0.1992187500        3.519239310    
    0    79    5.120000000       0.1953125000        3.520996796    
    0    80    5.224489796       0.1914062500        3.522842703    
    0    81    5.333333333       0.1875000000        3.524783212    
    0    82    5.446808511       0.1835937500        3.526825072    
    0    83    5.565217391       0.1796875000        3.528975669    
    0    84    5.688888889       0.1757812500        3.531243103    
    0    85    5.818181818       0.1718750000        3.533636275    
    0    86    5.953488372       0.1679687500        3.536164986    
    0    87    6.095238095       0.1640625000        3.538840058    
    0    88    6.243902439       0.1601562500        3.541673462    
    0    89    6.400000000       0.1562500000        3.544678481    
    0    90    6.564102564       0.1523437500        3.547869885    
    0    91    6.736842105       0.1484375000        3.551264148    
    0    92    6.918918919       0.1445312500        3.554879695    
    0    93    7.111111111       0.1406250000        3.558737193    
    0    94    7.314285714       0.1367187500        3.562859897    
    0    95    7.529411765       0.1328125000        3.567274057    
    0    96    7.757575758       0.1289062500        3.572009403    
    0    97    8.000000000       0.1250000000        3.577099724    
    0    98    8.258064516       0.1210937500        3.582583558    
    0    99    8.533333333       0.1171875000        3.588505023    
    0   100    8.827586207       0.1132812500        3.594914817    
    0   101    9.142857143       0.1093750000        3.601871429    
    0   102    9.481481481       0.1054687500        3.609442608    
    0   103    9.846153846       0.1015625000        3.617707148    
    0   104    10.24000000       0.9765625000E-01    3.626757069    
    0   105    10.66666667       0.9375000000E-01    3.636700284    
    0   106    11.13043478       0.8984375000E-01    3.647663854    
    0   107    11.63636364       0.8593750000E-01    3.659797980    
    0   108    12.19047619       0.8203125000E-01    3.673280858    
    0   109    12.80000000       0.7812500000E-01    3.688324560    
    0   110    13.47368421       0.7421875000E-01    3.705182071    
    0   111    14.22222222       0.7031250000E-01    3.724155522    
    0   112    15.05882353       0.6640625000E-01    3.745605452    
    0   113    16.00000000       0.6250000000E-01    3.769960490    
    0   114    17.06666667       0.5859375000E-01    3.797725948    
    0   115    18.28571429       0.5468750000E-01    3.829488141    
    0   116    19.69230769       0.5078125000E-01    3.865908333    
    0   117    21.33333333       0.4687500000E-01    3.907695534    
    0   118    23.27272727       0.4296875000E-01    3.955541218    
    0   119    25.60000000       0.3906250000E-01    4.009994249    
    0   120    28.44444444       0.3515625000E-01    4.071260746    
    0   121    32.00000000       0.3125000000E-01    4.138952941    
    0   122    36.57142857       0.2734375000E-01    4.211912804    
    0   123    42.66666667       0.2343750000E-01    4.288408104    
    0   124    51.20000000       0.1953125000E-01    4.367175408    
    0   125    64.00000000       0.1562500000E-01    4.449928696    
    0   126    85.33333333       0.1171875000E-01    4.547107129       
